Filename,width,height,framerate,MOS,pixfmt,,,,
2999049224,960,540,30,3.44,yuv420p,,,min,max
3015973424,960,540,24,3.1,yuv420p,,,,
3179649855,960,540,24,2.88,yuv420p,,,,
3218223446,960,540,30,2.92,yuv420p,,,,
3240926995,960,540,30,3.1484375,yuv420p,,,,
3263720175,960,540,24,3.04,yuv420p,,,,
3318634083,960,540,30,2.3,yuv420p,,,,
3321308714,960,540,24,3.04,yuv420p,,,,
3337642103,960,540,30,3.308641975,yuv420p,,,,
3339387387,960,540,30,2.42,yuv420p,,,,
3339962845,960,540,30,4.64,yuv420p,,,,
3343535739,960,540,30,2.4,yuv420p,,,,
3357588876,960,540,25,2.96,yuv420p,,,,
3358799122,960,540,30,3.785714286,yuv420p,,,,
3359662128,960,540,24,3.08,yuv420p,,,,
3369925072,960,540,30,4.02,yuv420p,,,,
3374751086,960,540,24,2.24,yuv420p,,,,
3407992311,960,540,30,4.08,yuv420p,,,,
3425371223,960,540,30,3.12,yuv420p,,,,
3431305644,960,540,24,3.06,yuv420p,,,,
3437816776,960,540,24,3.5,yuv420p,,,,
3459287580,960,540,24,3.5,yuv420p,,,,
3459410764,960,540,30,3.692946058,yuv420p,,,,
3469529939,960,540,30,2.8,yuv420p,,,,
3471567822,960,540,30,1.52,yuv420p,,,,
3482706595,960,540,30,3.2,yuv420p,,,,
3488252741,960,540,24,3.54,yuv420p,,,,
3489123822,960,540,24,3.8,yuv420p,,,,
3496871384,960,540,30,2.08,yuv420p,,,,
3504083604,960,540,30,2.38,yuv420p,,,,
3516162818,960,540,30,3.6,yuv420p,,,,
3521396571,960,540,30,3.54,yuv420p,,,,
3533765114,960,540,24,2.28,yuv420p,,,,
3546788918,960,540,30,3.64,yuv420p,,,,
3561516939,960,540,30,2.44,yuv420p,,,,
3583315023,960,540,24,2.84,yuv420p,,,,
3588022983,960,540,24,3.66,yuv420p,,,,
3589925544,960,540,24,3.16,yuv420p,,,,
3590551873,960,540,30,2.7,yuv420p,,,,
3591184129,960,540,30,2.58,yuv420p,,,,
3611217365,960,540,24,3.6,yuv420p,,,,
3617102785,960,540,30,3.08,yuv420p,,,,
3627681183,960,540,30,3.44,yuv420p,,,,
3629928686,960,540,30,3.48,yuv420p,,,,
3647017501,960,540,24,3.56,yuv420p,,,,
3664548641,960,540,24,3.121568627,yuv420p,,,,
3699089579,960,540,24,3.38,yuv420p,,,,
3699539878,960,540,24,3.14,yuv420p,,,,
3710887216,960,540,30,2.92,yuv420p,,,,
3715429501,960,540,30,2.9,yuv420p,,,,
3718963712,960,540,24,3.66,yuv420p,,,,
3722785424,960,540,30,3.571428571,yuv420p,,,,
3744752110,960,540,24,2.48,yuv420p,,,,
3747645672,960,540,24,3.82,yuv420p,,,,
3763235915,960,540,24,2.343873518,yuv420p,,,,
3770747002,960,540,30,1.86,yuv420p,,,,
3781419322,960,540,24,2.89787234,yuv420p,,,,
3810054574,960,540,30,3.38,yuv420p,,,,
3819966572,960,540,30,3.72,yuv420p,,,,
3825035703,960,540,30,3.44,yuv420p,,,,
3860380907,960,540,30,3.6,yuv420p,,,,
3860907449,960,540,24,3.54,yuv420p,,,,
3861648412,960,540,24,2.68,yuv420p,,,,
3863745355,960,540,24,4.02,yuv420p,,,,
3878700690,960,540,30,2.74,yuv420p,,,,
3887621073,960,540,30,1.58,yuv420p,,,,
3904711682,960,540,30,3.04,yuv420p,,,,
3930579113,960,540,30,2.86,yuv420p,,,,
3934294391,960,540,30,2.26,yuv420p,,,,
3948863216,960,540,24,3.62,yuv420p,,,,
3963620197,960,540,24,4.02,yuv420p,,,,
3975461732,960,540,30,3.72,yuv420p,,,,
4005506137,960,540,24,2.24,yuv420p,,,,
4020832533,960,540,24,2.948616601,yuv420p,,,,
4029116553,960,540,24,3.82,yuv420p,,,,
4033322131,960,540,30,2.86,yuv420p,,,,
4067736860,960,540,30,3.16,yuv420p,,,,
4088281204,960,540,30,3.43776824,yuv420p,,,,
4095112467,960,540,30,2.4,yuv420p,,,,
4136131472,960,540,24,3.2,yuv420p,,,,
4159445902,960,540,24,2.52,yuv420p,,,,
4161747134,960,540,30,3.48,yuv420p,,,,
4161940753,960,540,24,3.66,yuv420p,,,,
4177089041,960,540,30,1.66,yuv420p,,,,
4184711791,960,540,24,3.28,yuv420p,,,,
4201416279,960,540,30,3.72,yuv420p,,,,
4202404174,960,540,30,3.14,yuv420p,,,,
4204485800,960,540,30,1.72972973,yuv420p,,,,
4206970561,960,540,24,2.26,yuv420p,,,,
4211514567,960,540,24,2.74,yuv420p,,,,
4227960041,960,540,30,3.66,yuv420p,,,,
4236199952,960,540,30,2.9,yuv420p,,,,
4258186896,960,540,30,2.34,yuv420p,,,,
4260295122,960,540,30,3.32,yuv420p,,,,
4265466447,960,540,24,3.32,yuv420p,,,,
4265470174,960,540,30,1.56,yuv420p,,,,
4270576961,960,540,30,2.54,yuv420p,,,,
4273096444,960,540,30,3.98,yuv420p,,,,
4279268661,960,540,30,3.86,yuv420p,,,,
4281436885,960,540,24,3.494339623,yuv420p,,,,
4281880002,960,540,24,3.2,yuv420p,,,,
4283455837,960,540,30,3.68,yuv420p,,,,
4286406568,960,540,30,2.96,yuv420p,,,,
4289215378,960,540,30,3.4,yuv420p,,,,
4297535685,960,540,30,2.86,yuv420p,,,,
4297792287,960,540,25,3.78,yuv420p,,,,
4299787720,960,540,30,2.849802372,yuv420p,,,,
4313579496,960,540,24,3.76,yuv420p,,,,
4321531777,960,540,30,1.82,yuv420p,,,,
4323977167,960,540,30,3.26,yuv420p,,,,
4328729913,960,540,30,3.42,yuv420p,,,,
4329911079,960,540,30,4.02,yuv420p,,,,
4335304419,960,540,30,3.02,yuv420p,,,,
4337949901,960,540,24,3.34,yuv420p,,,,
4363644898,960,540,30,3.7,yuv420p,,,,
4367069947,960,540,24,2.88,yuv420p,,,,
4373113207,960,540,30,3.52,yuv420p,,,,
4375496636,960,540,30,3.6,yuv420p,,,,
4383007820,960,540,30,3.06,yuv420p,,,,
4391946048,960,540,30,3.3,yuv420p,,,,
4397381332,960,540,30,3.56,yuv420p,,,,
4406917423,960,540,24,3.18,yuv420p,,,,
4414516665,960,540,25,3.02,yuv420p,,,,
4417558772,960,540,30,3.9,yuv420p,,,,
4453069241,960,540,30,2.92,yuv420p,,,,
4465669054,960,540,24,2.92,yuv420p,,,,
4472493392,960,540,24,2.38,yuv420p,,,,
4472730048,960,540,30,1.622406639,yuv420p,,,,
4477789338,960,540,24,2.72,yuv420p,,,,
4482595368,960,540,30,3.86,yuv420p,,,,
4484771725,960,540,30,3.62,yuv420p,,,,
4491961485,960,540,24,3.08,yuv420p,,,,
4495254692,960,540,24,3.9,yuv420p,,,,
4506003922,960,540,24,2.36,yuv420p,,,,
4526948676,960,540,30,3.34,yuv420p,,,,
4542323058,960,540,30,3.22,yuv420p,,,,
4545845826,960,540,30,3.9,yuv420p,,,,
4549036485,960,540,30,3.992481203,yuv420p,,,,
4557456762,960,540,30,3.24,yuv420p,,,,
4565232312,960,540,30,2.64,yuv420p,,,,
4567868868,960,540,30,3.5,yuv420p,,,,
4573266245,960,540,30,2.58,yuv420p,,,,
4573314147,960,540,30,2.56,yuv420p,,,,
4573734018,960,540,30,3.3,yuv420p,,,,
4582086726,960,540,30,3.14,yuv420p,,,,
4593126957,960,540,30,3.1,yuv420p,,,,
4615948555,960,540,24,3.02,yuv420p,,,,
4620516469,960,540,24,3.52,yuv420p,,,,
4626131441,960,540,24,2.68,yuv420p,,,,
4627984833,960,540,30,1.7,yuv420p,,,,
4629711727,960,540,24,2.3,yuv420p,,,,
4639129836,960,540,30,2.06,yuv420p,,,,
4642004278,960,540,30,2.56,yuv420p,,,,
4642629203,960,540,24,3.52,yuv420p,,,,
4652600104,960,540,30,3.16,yuv420p,,,,
4655662252,960,540,30,3.94,yuv420p,,,,
4673672619,960,540,30,3.7,yuv420p,,,,
4675931801,960,540,30,4.16,yuv420p,,,,
4677538291,960,540,30,1.96,yuv420p,,,,
4712606231,960,540,30,3.7,yuv420p,,,,
4713503488,960,540,24,3.88,yuv420p,,,,
4723346787,960,540,30,3,yuv420p,,,,
4729578673,960,540,30,3.28,yuv420p,,,,
4733600732,960,540,30,3.48,yuv420p,,,,
4734666961,960,540,30,2.82,yuv420p,,,,
4735334918,960,540,30,2.28,yuv420p,,,,
4736973814,960,540,30,3.46,yuv420p,,,,
4743183444,960,540,30,3.44,yuv420p,,,,
4744073127,960,540,30,1.42,yuv420p,,,,
4751595925,960,540,30,3.48,yuv420p,,,,
4761429801,960,540,24,3.08,yuv420p,,,,
4763574191,960,540,30,3.469230769,yuv420p,,,,
4771991539,960,540,24,3,yuv420p,,,,
4773686738,960,540,30,2.32,yuv420p,,,,
4775312025,960,540,30,2.08,yuv420p,,,,
4779773181,960,540,25,4.14,yuv420p,,,,
4783174196,960,540,30,2.7,yuv420p,,,,
4800261002,960,540,30,3.98,yuv420p,,,,
4801224837,960,540,24,3.46,yuv420p,,,,
4801560427,960,540,30,3.44,yuv420p,,,,
4803433208,960,540,30,3.823529412,yuv420p,,,,
4809572333,960,540,24,3.12,yuv420p,,,,
4820762619,960,540,30,2.16,yuv420p,,,,
4823416929,960,540,30,1.98,yuv420p,,,,
4834450895,960,540,30,1.74,yuv420p,,,,
4836718842,960,540,30,2.64,yuv420p,,,,
4837816091,960,540,24,3.54,yuv420p,,,,
4842303128,960,540,30,3.22,yuv420p,,,,
4843048363,960,540,30,3.2,yuv420p,,,,
4850105788,960,540,30,3.06,yuv420p,,,,
4864754515,960,540,24,3.12,yuv420p,,,,
4866009712,960,540,30,2.42,yuv420p,,,,
4866613201,960,540,30,2.2,yuv420p,,,,
4867899444,960,540,30,3.08,yuv420p,,,,
4870064087,960,540,30,2.96,yuv420p,,,,
4871910775,960,540,30,2.48,yuv420p,,,,
4876943348,960,540,30,3.06,yuv420p,,,,
4877128768,960,540,30,3.42,yuv420p,,,,
4879585643,960,540,30,1.84,yuv420p,,,,
4889669313,960,540,30,2.52,yuv420p,,,,
4897814885,960,540,25,2.46,yuv420p,,,,
4901210888,960,540,30,2.82,yuv420p,,,,
4905336825,960,540,30,1.828125,yuv420p,,,,
4907486229,960,540,30,2,yuv420p,,,,
4914377539,960,540,30,2.2,yuv420p,,,,
4915461487,960,540,24,2.24,yuv420p,,,,
4922109288,960,540,30,3.2,yuv420p,,,,
4931493432,960,540,30,3.36,yuv420p,,,,
4932309592,960,540,30,2.94,yuv420p,,,,
4933934170,960,540,30,1.96,yuv420p,,,,
4942462682,960,540,30,3.5,yuv420p,,,,
4945025836,960,540,24,3.32,yuv420p,,,,
4956521693,960,540,30,2.8,yuv420p,,,,
4956991827,960,540,30,2.98,yuv420p,,,,
4959664675,960,540,24,2.06,yuv420p,,,,
4966446054,960,540,24,2.26,yuv420p,,,,
4969714039,960,540,30,3.08,yuv420p,,,,
4970624827,960,540,25,1.66,yuv420p,,,,
4970919913,960,540,24,2.32,yuv420p,,,,
4971091773,960,540,24,2.9,yuv420p,,,,
4975471705,960,540,30,3.78,yuv420p,,,,
4979493912,960,540,30,3.14,yuv420p,,,,
4980230630,960,540,30,3.72,yuv420p,,,,
4981160522,960,540,30,3.26,yuv420p,,,,
4987165854,960,540,30,3.24,yuv420p,,,,
4991520511,960,540,30,1.98,yuv420p,,,,
4996677282,960,540,30,2.56,yuv420p,,,,
5003283158,960,540,30,2.78,yuv420p,,,,
5003956763,960,540,30,3.598455598,yuv420p,,,,
5004709068,960,540,24,2.52,yuv420p,,,,
5005236579,960,540,30,3.26,yuv420p,,,,
5009379117,960,540,30,2.299595142,yuv420p,,,,
5010279097,960,540,24,3.268907563,yuv420p,,,,
5011231037,960,540,30,3.62195122,yuv420p,,,,
5012335397,960,540,30,2.74,yuv420p,,,,
5014400375,960,540,30,2.28,yuv420p,,,,
5020714258,960,540,24,2.4,yuv420p,,,,
5023426388,960,540,30,3.32,yuv420p,,,,
5026138416,960,540,30,3.22,yuv420p,,,,
5028474013,960,540,30,3.52,yuv420p,,,,
5029525594,960,540,30,3.6,yuv420p,,,,
5030830413,960,540,30,3.28,yuv420p,,,,
5031142078,960,540,24,2.2,yuv420p,,,,
5032172516,960,540,30,3.48,yuv420p,,,,
5040855662,960,540,30,3.18,yuv420p,,,,
5043852749,960,540,30,1.84,yuv420p,,,,
5044148124,960,540,30,2.18,yuv420p,,,,
5045897151,960,540,30,2.24,yuv420p,,,,
5048882871,960,540,24,1.84,yuv420p,,,,
5052341075,960,540,24,3.48,yuv420p,,,,
5066571585,960,540,30,3.2,yuv420p,,,,
5067647428,960,540,30,3.6,yuv420p,,,,
5072411175,960,540,24,2.5,yuv420p,,,,
5075205526,960,540,24,3.18,yuv420p,,,,
5078125268,960,540,30,2.14,yuv420p,,,,
5079146602,960,540,24,3.5,yuv420p,,,,
5082292308,960,540,30,3.64,yuv420p,,,,
5093919014,960,540,30,2.26,yuv420p,,,,
5101801222,960,540,30,3.32,yuv420p,,,,
5107749210,960,540,30,2.36,yuv420p,,,,
5110540070,960,540,30,2.64,yuv420p,,,,
5111411754,960,540,30,2.68,yuv420p,,,,
5115193359,960,540,30,3.08,yuv420p,,,,
5115335471,960,540,30,2.16,yuv420p,,,,
5118641893,960,540,24,2.76,yuv420p,,,,
5119193300,960,540,30,2.46,yuv420p,,,,
5127033299,960,540,30,3.28,yuv420p,,,,
5130906896,960,540,24,3.38,yuv420p,,,,
5133219451,960,540,24,2.32,yuv420p,,,,
5134310379,960,540,30,2.12,yuv420p,,,,
5134417428,960,540,30,2.26,yuv420p,,,,
5140332158,960,540,30,3.58,yuv420p,,,,
5143368697,960,540,30,3.1,yuv420p,,,,
5147152978,960,540,30,2.597609562,yuv420p,,,,
5149271412,960,540,30,2.82,yuv420p,,,,
5150451769,960,540,25,1.84,yuv420p,,,,
5154464760,960,540,25,3.86,yuv420p,,,,
5162398156,960,540,30,2.68,yuv420p,,,,
5169144673,960,540,30,2.98,yuv420p,,,,
5170915466,960,540,30,2.88,yuv420p,,,,
5176278265,960,540,30,3.12,yuv420p,,,,
5203755303,960,540,30,2.68,yuv420p,,,,
5204063512,960,540,30,2.94,yuv420p,,,,
5206708965,960,540,24,3.28,yuv420p,,,,
5208145791,960,540,30,2.24,yuv420p,,,,
5212573386,960,540,30,3.74,yuv420p,,,,
5214650735,960,540,30,3.18,yuv420p,,,,
5215773911,960,540,30,3.54,yuv420p,,,,
5218123691,960,540,24,3.04,yuv420p,,,,
5218188823,960,540,24,3,yuv420p,,,,
5222599467,960,540,30,2.6,yuv420p,,,,
5223525504,960,540,30,3.08,yuv420p,,,,
5245445672,960,540,30,3.38,yuv420p,,,,
5246827285,960,540,24,3.16,yuv420p,,,,
5250183455,960,540,30,3.1,yuv420p,,,,
5260933475,960,540,24,3.08,yuv420p,,,,
5263204150,960,540,30,3.64,yuv420p,,,,
5263261013,960,540,30,2.74,yuv420p,,,,
5266562897,960,540,30,2.56,yuv420p,,,,
5266882983,960,540,30,2.3,yuv420p,,,,
5266893553,960,540,30,1.74,yuv420p,,,,
5268797415,960,540,24,2.44,yuv420p,,,,
5273433233,960,540,30,3.48,yuv420p,,,,
5279319629,960,540,30,3.88,yuv420p,,,,
5280283886,960,540,30,3.86,yuv420p,,,,
5295005655,960,540,24,2.72,yuv420p,,,,
5307981340,960,540,30,3.52,yuv420p,,,,
5310216885,960,540,30,2.24,yuv420p,,,,
5311187352,960,540,30,2.88,yuv420p,,,,
5318369391,960,540,30,3.3,yuv420p,,,,
5319047612,960,540,30,1.346863469,yuv420p,,,,
5319413177,960,540,24,2.48,yuv420p,,,,
5322533709,960,540,30,2.76,yuv420p,,,,
5329960963,960,540,24,3.04,yuv420p,,,,
5338017301,960,540,30,3.8,yuv420p,,,,
5340069287,960,540,30,3.7,yuv420p,,,,
5341444640,960,540,24,3.68,yuv420p,,,,
5346134105,960,540,30,2.46,yuv420p,,,,
5354932311,960,540,24,3.480314961,yuv420p,,,,
5355837503,960,540,24,4.1,yuv420p,,,,
5356092090,960,540,30,3.22,yuv420p,,,,
5357123491,960,540,24,3.44,yuv420p,,,,
5360118581,960,540,30,3.2,yuv420p,,,,
5360605734,960,540,30,3.84,yuv420p,,,,
5363205423,960,540,24,3.36,yuv420p,,,,
5369095478,960,540,30,2.6,yuv420p,,,,
5379210063,960,540,30,2.84,yuv420p,,,,
5379891328,960,540,30,3.5,yuv420p,,,,
5391431291,960,540,24,4.151851852,yuv420p,,,,
5392736832,960,540,24,2.42,yuv420p,,,,
5409101281,960,540,30,2.54,yuv420p,,,,
5412442677,960,540,30,2.3,yuv420p,,,,
5415012877,960,540,24,2.42,yuv420p,,,,
5418971855,960,540,30,2.68,yuv420p,,,,
5419510404,960,540,25,2.26,yuv420p,,,,
5424989067,960,540,30,2.4,yuv420p,,,,
5433352304,960,540,30,2.22,yuv420p,,,,
5440091902,960,540,30,3,yuv420p,,,,
5453773681,960,540,30,2.24,yuv420p,,,,
5455582932,960,540,30,3.352272727,yuv420p,,,,
5458000924,960,540,30,3.06,yuv420p,,,,
5459565205,960,540,30,3.52,yuv420p,,,,
5460258278,960,540,30,2.18,yuv420p,,,,
5460445525,960,540,24,2.04,yuv420p,,,,
5465225347,960,540,30,3.52,yuv420p,,,,
5467704373,960,540,30,3.16,yuv420p,,,,
5469530975,960,540,30,2.9,yuv420p,,,,
5475555707,960,540,30,1.74,yuv420p,,,,
5477809421,960,540,30,4.04,yuv420p,,,,
5479646341,960,540,30,3.02,yuv420p,,,,
5487345956,960,540,30,3.92,yuv420p,,,,
5489207006,960,540,30,4.04,yuv420p,,,,
5490599661,960,540,30,2.88,yuv420p,,,,
5493602442,960,540,24,2.5,yuv420p,,,,
5504464599,960,540,24,1.94,yuv420p,,,,
5506184490,960,540,30,2.04,yuv420p,,,,
5512609909,960,540,30,3.3,yuv420p,,,,
5516081814,960,540,24,3.6,yuv420p,,,,
5526460224,960,540,30,3.38,yuv420p,,,,
5539585646,960,540,30,3.26,yuv420p,,,,
5541058845,960,540,30,3.38,yuv420p,,,,
5542380796,960,540,24,1.72,yuv420p,,,,
5550087163,960,540,30,2.46,yuv420p,,,,
5553355582,960,540,30,2.22,yuv420p,,,,
5559135240,960,540,24,2.94,yuv420p,,,,
5561000398,960,540,24,2.88,yuv420p,,,,
5562932712,960,540,24,3.9,yuv420p,,,,
5564209652,960,540,30,2.46,yuv420p,,,,
5564650233,960,540,30,3.484251969,yuv420p,,,,
5570426341,960,540,24,1.56,yuv420p,,,,
5579073175,960,540,25,3.32,yuv420p,,,,
5583994811,960,540,30,3.529166667,yuv420p,,,,
5589046662,960,540,30,3.134453782,yuv420p,,,,
5590704113,960,540,30,3.12,yuv420p,,,,
5596033251,960,540,24,3.66,yuv420p,,,,
5609569195,960,540,30,2.82,yuv420p,,,,
5611452609,960,540,30,3.38,yuv420p,,,,
5618829039,960,540,30,3.16,yuv420p,,,,
5620430600,960,540,30,2.5,yuv420p,,,,
5621374631,960,540,30,2.52,yuv420p,,,,
5621520605,960,540,30,3.34,yuv420p,,,,
5622498540,960,540,30,3,yuv420p,,,,
5625415555,960,540,24,2.08,yuv420p,,,,
5632758635,960,540,30,3.64,yuv420p,,,,
5633788395,960,540,30,3.04,yuv420p,,,,
5636101558,960,540,24,2.26,yuv420p,,,,
5636445745,960,540,30,2.52,yuv420p,,,,
5641862023,960,540,30,3.36,yuv420p,,,,
5644303578,960,540,30,2.54,yuv420p,,,,
5649370618,960,540,30,2.9,yuv420p,,,,
5653702857,960,540,30,2.86,yuv420p,,,,
5660712402,960,540,30,3.82,yuv420p,,,,
5668545266,960,540,24,2.46,yuv420p,,,,
5668795950,960,540,24,2.86,yuv420p,,,,
5669052182,960,540,30,3.879844961,yuv420p,,,,
5672502803,960,540,30,3.3,yuv420p,,,,
5678628993,960,540,30,3.567226891,yuv420p,,,,
5688399126,960,540,30,3.78,yuv420p,,,,
